No,Nama,Rating,Comments,Link
178,Maskerbylea 20 Gram Masker Bubuk by Lea Gloria 10 Varian - BPOM,2,Variant strawberry 4pcs ngga ada,https://shopee.co.id/Maskerbylea-20-Gram-Masker-Bubuk-by-Lea-Gloria-10-Varian-BPOM-i.27691052.1516836681?sp_atk=f57980c7-1b43-428d-9568-fd840df83481&xptdk=f57980c7-1b43-428d-9568-fd840df83508
179,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,2,"Tokonya gak amanah satu barang gak dikirim,minta ditf aja gak bisa ,tau barang kosong juga gak ada niat baik nyelipin uang ,pokoknya saya kecewa meski uang gak seberapa tapi bikin kecewa karna gak amanah,lain kali gak LG beli disini,bikin kapok aja",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
180,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,2,"Cuman gasuka aja 1x dikasih bluberry semua ok saya maklum gpp, trus 2x blueberry semua lg, dan cmn lidah buaya 3 biji,, eh skrng order lagi malah bluberry semua!!!! Saya udah chat mau all varian tpi gadi respond hadehhhh !!!! Gabisa plih varian sendiri juga ,,,jngn bgini lah sist / bro yg dagang",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
181,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,2,"Pesen headset macaron 3 biji di kirim cuma 2,struknya jg nyetak cuma 2 padahal jelas2 pesen headset macaron 3 biji,tempelan penahan pintu jg gak di kirim.cukup sekali blanja di sini gk lagi? deh.",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
182,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,2,"Tidak sesuai ngmong random ,tapi di kirim rasa lidah buaya semua . Satu nggak ada rasa yg lain",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
183,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,2,"Minta kirim semua varian , sdh d tulis d catatannya , tp yg d kiirm 1 varian saja",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
184,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,2,Ini barangnya datangny satu varian .sdh gitu yg dikirim varian olive smua yg jarang dminati.kecewa bngt saya,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
185,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,2,minta yg rendom ko yg datang sama semua,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
186,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,"semua lengkap barang aman ga ada yg rusak, tapi cuma sekedar saran pas buka paket langsung semerbak wangi stella jeruk kuat banget aku mual tolong ya min ga semua suka wangi stela jerukk",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
187,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,"Bagus, tampilan ga ad ayang rusak maupun lecet, semoga aja ga mudah rusakk. Lumayan lah soalnya kecepatan barangnya benar-benar cepat 1 hari sudah sampai",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
188,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,Jujur sih kecewa dgn expedisi nya hampir sebulan smpek nya dan kecewa jga sma toko nya emang sih random tpi masak 10 masker mask nya olive smua ini mah ngga random nma nya,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
189,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,"Aku mesennya yg random tp kok variannya sama semua padahal di situ di opsi pilihan tertulis random, kesel banget aku nya, di situ pulak udah ku blg di cancel kolo kaka random tp msh di kirim juga,",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
190,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,Untuk pengemasan lumayan cepat dan pengiriman nya yang lama.. harga lumayan murah sesuai lah.. varian yg dikirim sama semua agak kecewa,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
191,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,Pengirimannya lama kali udah lewat waktu yang ditentukan oleh shopee y,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
192,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,Bagusss,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
193,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,"Sedikit kecewa , karena yg di kasih hanya 1 varian , padahalkan random ",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
194,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,Katanya random ternyata yang dikirim semuanya satu item....kecewa.....,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
195,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,Sedikit kecewa di kirim random kira aku di selingin eh taunya dikirim 1 tiype begini,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
196,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,"Kalo dikirim nya blueberry semua kenapa variasinya diketik RANDOM, ",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
197,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,"Pengiriman cepet, barang aman. Tapi chat ga direspon. Thankyouuu",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
198,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,"Alhamdulillah paket nya udh nyampe tp sayang saya minta nya RANDOM yg datang cuman 1 warna yg ijo semua lagi,,gmna sih mba gk baca dulu apa pesanan nya apa",https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
199,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,Agak kcewa sih yg dia krim cuma 1 varian trus sy pesan 10pcs trus sy sdh pilih2 varian kok yg dia krim cuma 1varian,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
200,Masker Wajah HCHANA Natural Sheet Skin Care Facial Mask Organik Original Snail Korea Pelembab Wajah,3,bagus sih produk nya sdh 2 kali belli tapi knp kali ini ga random maskernya. satu varian.,https://shopee.co.id/Masker-Wajah-HCHANA-Natural-Sheet-Skin-Care-Facial-Mask-Organik-Original-Snail-Korea-Pelembab-Wajah-i.31169310.8711342433?sp_atk=4b04c572-eb30-4f03-9e14-c082df7ae9ef&xptdk=4b04c572-eb30-4f03-9e14-c082df7ae9ef
